citric acid,residual sugar,pH,sulphates,alcohol,type
0.24,2.1,3.37,0.77,10.7,1
0.42,5.5,3.42,0.71,10.5,1
0.27,2.0,3.29,0.48,9.8,1
0.15,1.8,3.23,0.77,9.5,1
0.28,2.4,3.19,0.44,13.5,0
0.39,3.2,3.37,0.71,11.5,1
0.09,3.9,3.5,0.67,11.0,1
0.5,1.8,3.21,0.69,12.5,1
0.17,1.8,3.49,0.64,10.4,1
0.37,1.5,3.46,0.51,9.7,0
0.33,1.9,3.41,0.58,9.0,1
0.29,13.3,3.33,0.46,11.0,0
0.42,1.6,3.28,0.73,11.9,1
0.42,7.1,3.17,0.43,10.6,0
0.3,6.8,3.44,0.4,9.6,0
0.1,2.6,3.48,0.53,10.0,1
0.22,8.8,3.22,0.45,9.4,0
0.25,2.0,3.27,0.56,11.1,0
0.29,3.3,3.17,0.36,12.8,0
0.35,4.6,3.15,0.45,11.5,0
0.56,2.1,3.14,0.71,10.9,1
0.31,6.1,3.35,0.68,10.3,1
0.25,1.3,3.35,0.46,10.0,0
0.5,4.5,3.28,0.83,11.5,1
0.3,1.5,3.36,0.56,12.0,0
0.23,6.2,2.89,0.34,10.1,0
0.44,1.6,3.38,0.86,9.9,1
0.36,4.5,3.4,0.57,10.4,0
0.34,6.4,2.99,0.4,10.8,0
